SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
LINCOLN,NSE:LINCOLN,Lincoln Pharmaceuticals Limited,513.6,519.7,520.35,511,516.15,-2.55,-0.49,21176,979.5,490,1020.7831,
LINDEINDIA,NSE:LINDEINDIA,Linde India Limited,6029,5966,6035,5925,5908,121,2.05,40640,7870,5242.4,51411.1674,
LLOYDSE-RE,NSE:LLOYDSE-RE,Lloyds Enterprises Limited-RE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
LLOYDSENGG,NSE:LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,54,54.35,55.39,53.6,54.19,-0.19,-0.35,1747333,84.27,44.51,7042.0266,
LLOYDSENT,NSE:LLOYDSENT,Lloyds Enterprises Limited,58.89,58.9,59.45,57.01,58.26,0.63,1.08,967275,88.13,34.08,8338.117234,
LLOYDSME,NSE:LLOYDSME,Lloyds Metals And Energy Limited,1227.4,1249.1,1277,1219.4,1241,-13.6,-1.1,289240,1612,942.15,64291.90303,
LMW,NSE:LMW,LMW Limited,15153,15493,15493,15115,15477,-324,-2.09,3345,18250,13450.05,16050.42,
LODHA,NSE:LODHA,Lodha Developers Limited,1156.4,1167.6,1172,1151.2,1163.6,-7.2,-0.62,1184103,1531,1035.15,114498.0112,
LOKESHMACH,NSE:LOKESHMACH,Lokesh Machines Limited,153.4,161,168,152.1,161.21,-7.81,-4.84,47398,397.65,127.93,303.8616109,
LORDSCHLO,NSE:LORDSCHLO,Lords Chloro Alkali Limited,179,184.9,184.9,179,178.68,0.32,0.18,59894,241.99,122.6,437.771529,
LOTUSDEV,NSE:LOTUSDEV,Sri Lotus Developers and Realty Limited,168.85,170.9,171.46,168.25,169.42,-0.57,-0.34,715399,218.49,166,8112.598073,
LOTUSEYE,NSE:LOTUSEYE,Lotus Eye Hospital and Institute Limited,106.2,106.02,107.15,105,106.02,0.18,0.17,18121,139.2,54.99,217.5630129,
LOVABLE,NSE:LOVABLE,Lovable Lingerie Limited,85.84,85.8,85.84,83.23,82.96,2.88,3.47,19877,146.22,76.05,125.7090693,
LOYALTEX,NSE:LOYALTEX,Loyal Textile Mills Limited,219,220,220,216,220,-1,-0.45,946,384.95,210.41,103.7193855,
LPDC,NSE:LPDC,Landmark Property Development Company Limited,8.04,9.18,9.3,7.81,9,-0.96,-10.67,188361,15.3,6.1,78.6306588,
LT,NSE:LT,Larsen & Toubro Limited,4080,4071,4140,4059.6,4062,18,0.44,1660613,4140,2965.3,561274.2087,
LTF,NSE:LTF,L&T Finance Limited,308.9,308.9,310.05,305.4,307.6,1.3,0.42,8708517,310.05,129.2,72780.89,
LTFOODS,NSE:LTFOODS,LT Foods Limited,405,405.95,409.5,404,405,0,0,542681,518.55,288.25,13886.68,
LTIM,NSE:LTIM,LTIMindtree Limited,6010.5,5917,6049,5862.5,5890,120.5,2.05,259243,6767.95,3802,174630.2,
LTTS,NSE:LTTS,L&T Technology Services Limited,4380,4299.9,4400,4266.9,4275.9,104.1,2.43,102325,5645,3951.3,46675.1634,
LUMAXIND,NSE:LUMAXIND,Lumax Industries Limited,5379.1,5510,5523.4,5370,5479.6,-100.5,-1.83,23128,5788,1960,4570.463745,
LUMAXTECH,NSE:LUMAXTECH,Lumax Auto Technologies Limited,1493,1505.2,1514.6,1481.5,1505.2,-12.2,-0.81,292204,1524,449,9496.855053,
LUPIN,NSE:LUPIN,Lupin Limited,2074,2077.2,2083.9,2060.2,2071.6,2.4,0.12,1104594,2402.9,1795.2,94456.51218,
LUXIND,NSE:LUXIND,Lux Industries Limited,1186.1,1170.3,1245,1164.1,1164.2,21.9,1.88,21496,2174,1142.2,3559.963376,
LXCHEM,NSE:LXCHEM,Laxmi Organic Industries Limited,181.23,183,184.59,181,182.42,-1.19,-0.65,300544,279.9,160.2,5039.174336,
LYKALABS,NSE:LYKALABS,Lyka Labs Limited,81.79,83.5,84.95,80.3,82.87,-1.08,-1.3,23756,176.59,79.06,282.42987,
LYPSAGEMS,NSE:LYPSAGEMS,Lypsa Gems & Jewellery Limited,5.19,5.11,5.29,5.05,5.04,0.15,2.98,116712,10.93,4.71,15.0443296,
M&M,NSE:M&M,Mahindra & Mahindra Limited,3679,3701.5,3717.6,3665,3686.4,-7.4,-0.2,2217305,3781,2425,441053.6039,
M&MFIN,NSE:M&MFIN,Mahindra & Mahindra Financial Services Limited,364,351,365,350.25,349.85,14.15,4.04,3500511,365,231.52,44924.68913,
MAANALU,NSE:MAANALU,Maan Aluminium Limited,149.12,136,149.12,134.56,135.57,13.55,9.99,229845,154.88,75.51,783.514072,
MACPOWER,NSE:MACPOWER,Macpower CNC Machines Limited,952.1,945.75,1002,944,944.55,7.55,0.8,22408,1610.95,601.2,939.5309229,
MADHAV,NSE:MADHAV,Madhav Marbles and Granites Limited,43.02,41.55,43.9,41.55,43.25,-0.23,-0.53,6653,68.49,37.62,37.7617225,
MADHUCON,NSE:MADHUCON,Madhucon Projects Limited,6.08,6.12,6.3,6.08,6,0.08,1.33,33843,11.4,5.64,45.0737632,
MADRASFERT,NSE:MADRASFERT,Madras Fertilizers Limited,78.4,78.5,78.6,77.24,76.86,1.54,2,97756,108.7,66.5,1245.331496,
MAGADSUGAR,NSE:MAGADSUGAR,Magadh Sugar & Energy Limited,495,504.7,506,495,503.45,-8.45,-1.68,3398,821,440.05,676.51155,
MAGNUM,NSE:MAGNUM,Magnum Ventures Limited,23.7,24.75,24.75,23.51,24.41,-0.71,-2.91,53805,43.98,19.75,149.4229116,
MAHABANK,NSE:MAHABANK,Bank of Maharashtra,59.53,60.1,60.26,59,59.95,-0.42,-0.7,18316351,61.56,42,45709.71558,
MAHAPEXLTD,NSE:MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,89.9,89.01,91.29,87.3,89.02,0.88,0.99,4595,180,87.3,128.0331548,
MAHASTEEL,NSE:MAHASTEEL,Mahamaya Steel Industries Limited,723.05,723.05,723.05,723.05,708.9,14.15,2,25541,792,179.53,1169.949536,
MAHEPC,NSE:MAHEPC,Mahindra EPC Irrigation Limited,130.15,126.02,132,126.02,128.95,1.2,0.93,35413,185.12,96.5,361.1101384,
MAHESHWARI,NSE:MAHESHWARI,Maheshwari Logistics Limited,50.5,51.85,52.48,49.31,50.84,-0.34,-0.67,7594,72.95,48.12,145.9473735,
MAHLIFE,NSE:MAHLIFE,Mahindra Lifespace Developers Limited,417.05,406.75,417.85,401.25,405.75,11.3,2.78,179738,474.66,255.87,8607.55554,
MAHLOG,NSE:MAHLOG,Mahindra Logistics Limited,326.6,328.75,330,323,326.5,0.1,0.03,114689,383.37,217.43,3114.367517,
MAHSCOOTER,NSE:MAHSCOOTER,Maharashtra Scooters Limited,14670,14427,14670,14342,14427,243,1.68,3930,18538,8822,16713.34148,
MAHSEAMLES,NSE:MAHSEAMLES,Maharashtra Seamless Limited,575,580,583.8,571.6,579.45,-4.45,-0.77,200092,814.3,540.5,7563.829263,
MAITHANALL,NSE:MAITHANALL,Maithan Alloys Limited,950.2,964.9,975,949,964.8,-14.6,-1.51,34076,1264,835.25,2660.4408,
MALLCOM,NSE:MALLCOM,Mallcom (India) Limited,1249,1265.4,1265.4,1229.9,1252.9,-3.9,-0.31,9077,1785,1050,748.6663374,
MALUPAPER,NSE:MALUPAPER,Malu Paper Mills Limited,37.8,37.4,38.48,37.4,37.4,0.4,1.07,30521,54.09,31.21,65.5099486,
MAMATA,NSE:MAMATA,Mamata Machinery Limited,422.7,423.65,423.9,419.05,420.7,2,0.48,152658,630,311.55,996.0810215,
MANAKALUCO,NSE:MANAKALUCO,Manaksia Aluminium Company Limited,24.5,25.06,25.06,24.12,24.57,-0.07,-0.28,17694,34.9,17.81,162.576625,
MANAKCOAT,NSE:MANAKCOAT,Manaksia Coated Metals & Industries Limited,143,141.86,144.71,137.19,141.45,1.55,1.1,1024922,182.82,69.05,1403.858892,
MANAKSIA,NSE:MANAKSIA,Manaksia Limited,63.5,63.5,65.66,63.49,63.29,0.21,0.33,30351,97.79,54.52,410.1513955,
MANAKSTEEL,NSE:MANAKSTEEL,Manaksia Steels Limited,59.5,60.75,60.89,59.5,60.12,-0.62,-1.03,28325,75.68,43.05,389.3051241,
MANALIPETC,NSE:MANALIPETC,Manali Petrochemicals Limited,66.6,67.04,67.49,64.98,66.77,-0.17,-0.25,547946,81.1,49.93,1091.6078,
MANAPPURAM,NSE:MANAPPURAM,Manappuram Finance Limited,285.9,290.95,292,283.85,287.8,-1.9,-0.66,3709172,298,153.24,24123.34076,
MANBA,NSE:MANBA,Manba Finance Limited,138.09,138.01,139.85,136.3,135.25,2.84,2.1,49971,199.8,119,694.4863522,
MANCREDIT,NSE:MANCREDIT,Mangal Credit and Fincorp Limited,170.15,176.2,177.47,170,173.44,-3.29,-1.9,35184,215.75,141.9,359.2912793,
MANGALAM,NSE:MANGALAM,Mangalam Drugs And Organics Limited,29.41,29.41,30.4,29.41,32.68,-3.27,-10.01,114634,128.01,29.41,57.1833037,
MANGCHEFER,NSE:MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,307.35,#N/A,#N/A,#N/A,308.75,-1.4,-0.45,257565,373.15,125.4,3659.155,
MANGLMCEM,NSE:MANGLMCEM,Mangalam Cement Limited,685,691.2,696.5,679.35,691.75,-6.75,-0.98,58610,1019,665,1884.871345,
MANINDS,NSE:MANINDS,Man Industries (India) Limited,473.85,487,487,467.25,484.7,-10.85,-2.24,698396,491,201.55,3408.404265,
MANINFRA,NSE:MANINFRA,Man Infraconstruction Limited,129.8,129.98,130.5,126,128.37,1.43,1.11,630993,262.8,117.12,4880.9332,
MANKIND,NSE:MANKIND,Mankind Pharma Limited,2250,2274,2274,2224.1,2258.9,-8.9,-0.39,451278,3054.8,2115.1,92610.90108,
MANOMAY,NSE:MANOMAY,Manomay Tex India Limited,251.1,230,259,230,230.02,21.08,9.16,54251,259,146,462.0300376,
MANORAMA,NSE:MANORAMA,Manorama Industries Limited,1288,1302.1,1313.8,1286.3,1305,-17,-1.3,100952,1760,740.5,7645.000495,
MANORG,NSE:MANORG,Mangalam Organics Limited,487,466.2,487,462.7,460.45,26.55,5.77,4590,637.85,340.1,399.7221976,
MANUGRAPH,NSE:MANUGRAPH,Manugraph India Limited,16.42,16.37,16.79,16.1,16.37,0.05,0.31,11838,26,14.17,49.5228515,
MANYAVAR,NSE:MANYAVAR,Vedant Fashions Limited,612,608.25,616.9,602.4,606.8,5.2,0.86,149905,1512,598.9,14628.37896,
MAPMYINDIA,NSE:MAPMYINDIA,C.E. Info Systems Limited,1655.7,1675.2,1684.9,1651.2,1664.5,-8.8,-0.53,77859,2166.7,1513,9099.544805,
MARALOVER,NSE:MARALOVER,Maral Overseas Limited,47,46.34,48.69,46.34,47.11,-0.11,-0.23,27461,97.17,44.11,190.387505,
MARATHON,NSE:MARATHON,Marathon Nextgen Realty Limited,555,558,566.1,551.15,563.15,-8.15,-1.45,134118,769.45,352.05,3682.40229,
MARICO,NSE:MARICO,Marico Limited,727,736.4,738.5,720.55,734.1,-7.1,-0.97,1499541,765.3,577.85,93900.32205,
MARINE,NSE:MARINE,Marine Electricals (India) Limited,229.5,232.65,234.95,227,229.8,-0.3,-0.13,640810,333,138.9,3123.55008,
MARKSANS,NSE:MARKSANS,Marksans Pharma Limited,190.95,192.06,194.7,190,191.31,-0.36,-0.19,998099,358.7,162,8493.984796,
MARSHALL,NSE:MARSHALL,Marshall Machines Limited,4.07,3.8,4.07,3.68,3.88,0.19,4.9,26044,26.54,3.68,9.628251,
MARUTI,NSE:MARUTI,Maruti Suzuki India Limited,15912,16166,16171,15875,16156,-244,-1.51,332368,16660,10725,491504.8133,
MASFIN,NSE:MASFIN,MAS Financial Services Limited,303.35,309,309.9,302,307.5,-4.15,-1.35,93076,350.45,220.06,5517.828338,
MASKINVEST,NSE:MASKINVEST,Mask Investments Limited,171,154.78,171,154.78,162.93,8.07,4.95,6531,292.46,131.85,48.133251,
MASTEK,NSE:MASTEK,Mastek Limited,2219,2241.6,2242.5,2205.1,2236.8,-17.8,-0.8,112175,3375,1887,6874.541884,
MASTERTR,NSE:MASTERTR,Master Trust Limited,116,111.11,119.5,110.2,111.11,4.89,4.4,726618,196.3,100.5,1372.984588,
MATRIMONY,NSE:MATRIMONY,Matrimony.Com Limited,496.95,485.05,501.45,485.05,488,8.95,1.83,10634,710,475.25,1082.02914,
MAWANASUG,NSE:MAWANASUG,Mawana Sugars Limited,82.89,82.8,84,82.21,83.04,-0.15,-0.18,24623,111.5,78.43,321.6904318,
MAXESTATES,NSE:MAXESTATES,Max Estates Limited,482,482.45,486,470.1,477.85,4.15,0.87,61293,630,341.1,7395.061906,
MAXHEALTH,NSE:MAXHEALTH,Max Healthcare Institute Limited,1161.4,1171.6,1171.7,1155.5,1162.6,-1.2,-0.1,2359212,1314.3,940.05,111679.9012,
MAXIND,NSE:MAXIND,Max India Limited,205.19,205.14,208.66,204.5,205.14,0.05,0.02,28595,302.92,159.63,1015.557344,
MAYURUNIQ,NSE:MAYURUNIQ,Mayur Uniquoters Ltd,497.05,499.3,504.1,496.05,499.3,-2.25,-0.45,50547,647,441,2133.637275,
MAZDA,NSE:MAZDA,Mazda Limited,237.05,242,245.25,237,239.8,-2.75,-1.15,14726,428.88,205,468.40549,
MAZDOCK,NSE:MAZDOCK,Mazagon Dock Shipbuilders Limited,2673,2703.5,2721.6,2666.1,2696.5,-23.5,-0.87,849847,3775,1918.05,106833.4483,
MBAPL,NSE:MBAPL,Madhya Bharat Agro Products Limited,390.05,401.75,402.8,388.05,402.15,-12.1,-3.01,108405,469.7,205.01,3303.247536,
MBEL,NSE:MBEL,M & B Engineering Limited,390.05,400.5,410.65,388.3,393.95,-3.9,-0.99,937898,535.9,364,2161.71554,
MBLINFRA,NSE:MBLINFRA,MBL Infrastructure Limited,37.76,37.69,38.66,37.11,37.69,0.07,0.19,59728,69.98,32.51,535.7845457,
MCL,NSE:MCL,Madhav Copper Limited,43.5,43.05,44.25,42.8,43.05,0.45,1.05,44887,84,39.6,115.7486715,
MCLEODRUSS,NSE:MCLEODRUSS,Mcleod Russel India Limited,52.51,52.23,53.06,52.23,53.3,-0.79,-1.48,488758,68.47,27.6,550.7852488,
MCLOUD,NSE:MCLOUD,Magellanic Cloud Limited,33.26,33.26,33.26,33.26,36.96,-3.7,-10.01,22495653,105.42,33.26,2722.786857,
MCX,NSE:MCX,Multi Commodity Exchange of India Limited,10431,10310.5,10471.5,10258.5,10283,148,1.44,491709,10471.5,4408.15,50897.8118,
MEDANTA,NSE:MEDANTA,Global Health Limited,1248,1269.5,1286,1241.1,1263.3,-15.3,-1.21,273290,1456.5,996.45,33609.22164,
MEDIASSIST,NSE:MEDIASSIST,Medi Assist Healthcare Services Limited,487.25,500,500,484,497.9,-10.65,-2.14,212245,634.5,415.25,3407.98392,
MEDICAMEQ,NSE:MEDICAMEQ,Medicamen Biotech Limited,412.25,412.85,418.2,411,412.45,-0.2,-0.05,58022,630,292.95,540.834073,
MEDICO,NSE:MEDICO,Medico Remedies Limited,50.88,49.7,50.9,48.7,49.8,1.08,2.17,235522,79.83,37.18,413.3035401,
MEDPLUS,NSE:MEDPLUS,Medplus Health Services Limited,787.2,782.55,790.35,782.2,786.8,0.4,0.05,474032,1045.3,642,9415.825547,
MEGASOFT,NSE:MEGASOFT,Megasoft Limited,199.64,199.64,199.64,199.64,190.14,9.5,5,309820,231,49.06,1328.739951,
MEGASTAR,NSE:MEGASTAR,Megastar Foods Limited,252.5,248.75,252.5,245,249.5,3,1.2,61448,310.5,187.61,281.9361975,
MEIL,NSE:MEIL,Mangal Electrical Industries Limited,402.3,408.5,412.75,401.5,408.95,-6.65,-1.63,67260,573.7,401.5,1105.7537,
MENONBE,NSE:MENONBE,Menon Bearings Limited,110.15,110.23,111.59,109.67,109.51,0.64,0.58,37455,145.9,86,630.6887276,
MEP,NSE:MEP,MEP Infrastructure Developers Limited,2.16,2.24,2.24,2.16,2.2,-0.04,-1.82,76087,3.51,1.14,39.5916783,
METROBRAND,NSE:METROBRAND,Metro Brands Limited,1166.9,1174.9,1180,1159.1,1175.2,-8.3,-0.71,49194,1346.5,990.05,31546.065,
METROPOLIS,NSE:METROPOLIS,Metropolis Healthcare Limited,1932,1937.1,1953.7,1928,1941,-9,-0.46,53144,2263,1315,9959.00598,
MFML,NSE:MFML,Mahalaxmi Fabric Mills Limited,26.21,26.85,27.35,26.1,26.84,-0.63,-2.35,7642,61,24.2,27.7075598,
MFSL,NSE:MFSL,Max Financial Services Limited,1733,1747,1751.4,1724.1,1736.7,-3.7,-0.21,757613,1751.4,950,57532.79254,
MGEL,NSE:MGEL,Mangalam Global Enterprise Limited,15.32,15.56,15.77,15.09,15.56,-0.24,-1.54,1166006,18.4,11.21,467.6474334,
MGL,NSE:MGL,Mahanagar Gas Limited,1215.6,1226,1228.7,1208.6,1222.4,-6.8,-0.56,213151,1586.9,1153,11822.0866,
MHLXMIRU,NSE:MHLXMIRU,Mahalaxmi Rubtech Limited,218.9,219,225.01,215.15,217.67,1.23,0.57,13128,325.8,147.66,244.960257,
MHRIL,NSE:MHRIL,Mahindra Holidays & Resorts India Limited,318.6,324.85,324.85,317.3,322.4,-3.8,-1.18,152011,394.5,259,6322.196569,
MICEL,NSE:MICEL,MIC Electronics Limited,43,43,43.46,42.56,42.83,0.17,0.4,2280988,96,42.25,1054.39612,
MIDHANI,NSE:MIDHANI,Mishra Dhatu Nigam Limited,330.75,332.2,337.4,327.75,328.9,1.85,0.56,290878,469,226.93,6128.483288,
MINDACORP,NSE:MINDACORP,Minda Corporation Limited,588,596.2,597.45,585.1,595.65,-7.65,-1.28,589055,619.95,445.05,13546.86144,
MINDTECK,NSE:MINDTECK,Mindteck (India) Limited,214.9,214.95,217.5,212.05,214.75,0.15,0.07,131714,330.1,145,663.3060231,
MIRCELECTR,NSE:MIRCELECTR,MIRC Electronics Limited,24.6,24.71,25.3,23.85,24.76,-0.16,-0.65,290646,30.47,10.26,866.9783054,
MIRZAINT,NSE:MIRZAINT,Mirza International Limited,39.5,40.18,40.51,38.3,40.18,-0.68,-1.69,288171,44.64,25.03,531.4827772,
MITCON,NSE:MITCON,MITCON Consultancy & Engineering Services Limited,70.6,73.9,73.9,70.5,71.14,-0.54,-0.76,39801,130.22,60.41,139.5790915,
MITTAL,NSE:MITTAL,Mittal Life Style Limited,1.34,1.36,1.4,1.31,1.34,0,0,683367,2.65,1.19,60.0478,
MKPL,NSE:MKPL,M K Proteins Limited,6.34,6.25,6.35,6.25,6.23,0.11,1.77,189332,9.78,5.4,241.2300597,
MMFL,NSE:MMFL,MM Forgings Limited,327.8,324.15,333.45,322.2,324.15,3.65,1.13,41847,582,288.1,1511.974098,
MMP,NSE:MMP,MMP Industries Limited,258,262,273,254.6,258.55,-0.55,-0.21,20289,370,218,652.892478,
MMTC,NSE:MMTC,MMTC Limited,61.79,61.84,62.4,60.7,61.29,0.5,0.82,1464906,88.19,44.5,9132.190773,
MOBIKWIK,NSE:MOBIKWIK,One Mobikwik Systems Limited,236.15,239.8,244.5,234.8,237.7,-1.55,-0.65,1137695,698.3,219.2,1872.880707,
MODIRUBBER,NSE:MODIRUBBER,Modi Rubber Limited,112,114.99,114.99,111.2,110.73,1.27,1.15,8829,163.7,90,286.008688,
MODISONLTD,NSE:MODISONLTD,MODISON LIMITED,143,143.9,146.98,142.3,142.49,0.51,0.36,41247,211,112,457.246361,
MODTHREAD,NSE:MODTHREAD,Modern Threads (India) Limited,45.5,43.6,45.5,43.6,44.08,1.42,3.22,2569,62,31.35,162.165458,
MOHITIND,NSE:MOHITIND,Mohit Industries Limited,29.43,29.72,30,28.45,29.72,-0.29,-0.98,14954,52.05,23.9,41.8474003,
MOIL,NSE:MOIL,MOIL Limited,341.9,333.75,346.8,331.85,327.8,14.1,4.3,577820,405.6,274.05,6720.31326,
MOKSH,NSE:MOKSH,Moksh Ornaments Limited,14,14.01,14.43,13.9,13.98,0.02,0.14,478465,23,11.56,128.07445,
MOL,NSE:MOL,Meghmani Organics Limited,68.69,68.9,70.31,67.95,68.65,0.04,0.06,460401,106.3,56.11,1709.705151,
MOLDTECH,NSE:MOLDTECH,Mold-Tek Technologies Limited,174,165.97,174.02,164.41,163.4,10.6,6.49,75893,231.15,109.95,495.0310551,
MOLDTKPAC,NSE:MOLDTKPAC,Mold-Tek Packaging Limited,605,615,622.5,604,619.25,-14.25,-2.3,63233,892.9,410,2002.187,
MONARCH,NSE:MONARCH,Monarch Networth Capital Limited,306,305.5,310.1,301.7,304.4,1.6,0.53,103424,483.9,294.5,2380.52088,
MONTECARLO,NSE:MONTECARLO,Monte Carlo Fashions Limited,788.9,799,806,778.5,794.7,-5.8,-0.73,72873,986,518.05,1644.107096,
MORARJEE,NSE:MORARJEE,Morarjee Textiles Limited,6.95,7.31,7.65,6.94,7.31,-0.36,-4.92,5622,12.8,4.56,24.2024986,
MOREPENLAB,NSE:MOREPENLAB,Morepen Laboratories Limited,43.7,44.63,45.25,43.6,44.26,-0.56,-1.27,1259005,91.7,42,2319.335151,
MOSCHIP,NSE:MOSCHIP,Moschip Technologies Limited,216.5,219.3,219.85,213.2,215.95,0.55,0.25,2043267,288.45,129.98,3889.207738,
MOTHERSON,NSE:MOTHERSON,Samvardhana Motherson International Limited,116.25,112,116.35,111.83,111.81,4.44,3.97,17115136,116.38,71.5,78707.84612,
MOTILALOFS,NSE:MOTILALOFS,Motilal Oswal Financial Services Limited,924.2,960,960.7,916.65,959.65,-35.45,-3.69,1177840,1097.1,513,55568.39421,
MOTISONS,NSE:MOTISONS,Motisons Jewellers Limited,16.91,16.74,17.34,16.47,16.68,0.23,1.38,2881721,30.87,14.6,1677.662561,
MOTOGENFIN,NSE:MOTOGENFIN,The Motor & General Finance Limited,23.8,24.61,25.39,23.57,24.61,-0.81,-3.29,25883,35.8,23.51,90.3064341,
MPHASIS,NSE:MPHASIS,MphasiS Limited,2798,2810,2827,2783,2800.2,-2.2,-0.08,690531,3237.95,2044.55,52332.84068,
MPSLTD,NSE:MPSLTD,MPS Limited,2112.9,2121.4,2161.1,2106.6,2112.9,0,0,23175,3079,1754.2,3427.191254,
MRF,NSE:MRF,MRF Limited,153520,155000,155000,153405,154490,-970,-0.63,5101,163600,102124.05,65166.50734,
MRPL,NSE:MRPL,Mangalore Refinery and Petrochemicals Limited,159.9,161.42,162.64,158.68,160.62,-0.72,-0.45,13221259,185,98.92,28080.72055,
MSPL,NSE:MSPL,MSP Steel & Power Limited,36.56,35.29,36.56,35.06,34.82,1.74,5,1106018,48,21.6,1969.972791,
MSTCLTD,NSE:MSTCLTD,Mstc Limited,499,496,499.95,491.8,495.95,3.05,0.61,211970,809.75,411.1,3386.258644,
MSUMI,NSE:MSUMI,Motherson Sumi Wiring India Limited,46.42,46.44,46.45,45.45,45.98,0.44,0.96,4411120,50.54,30.72,20456.46229,
MTARTECH,NSE:MTARTECH,Mtar Technologies Limited,2490,2488,2561.1,2475,2468,22,0.89,577133,2719,1155.6,7862.016018,
MTEDUCARE,NSE:MTEDUCARE,MT Educare Limited,1.96,2.04,2.04,1.91,2.01,-0.05,-2.49,16971,2.95,1.8,13.8708614,
MTNL,NSE:MTNL,Mahanagar Telephone Nigam Limited,38.55,38.5,39.45,38.01,38.4,0.15,0.39,1047637,61.87,37.42,2396.111957,
MUFIN,NSE:MUFIN,Mufin Green Finance Limited,110.85,111.9,113.9,109.51,110.74,0.11,0.1,2465662,128.96,63.11,1901.045159,
MUFTI,NSE:MUFTI,Credo Brands Marketing Limited,100.25,101,102,99.11,100.88,-0.63,-0.62,119458,213.84,97.54,635.1432173,
MUKANDLTD,NSE:MUKANDLTD,Mukand Limited,134,134,137.5,133.98,133.76,0.24,0.18,173082,162,84.4,1889.07572,
MUKKA,NSE:MUKKA,Mukka Proteins Limited,25.2,24.76,25.45,24.76,24.84,0.36,1.45,371492,43.94,23.8,742.2718184,
MUKTAARTS,NSE:MUKTAARTS,Mukta Arts Limited,64.5,63.05,65.58,63.05,63,1.5,2.38,5210,102,59.26,147.5638095,
MUNJALAU,NSE:MUNJALAU,Munjal Auto Industries Limited,81.55,82.29,83.01,80.94,82.29,-0.74,-0.9,192586,115.9,60.52,800.9880443,
MUNJALSHOW,NSE:MUNJALSHOW,Munjal Showa Limited,124.48,125.85,126.16,124.24,124.86,-0.38,-0.3,43912,164,104.2,491.6813997,
MURUDCERA,NSE:MURUDCERA,Murudeshwar Ceramics Limited,36.11,36.1,37,35.98,36.12,-0.01,-0.03,59612,56.92,29.92,217.6409318,
MUTHOOTCAP,NSE:MUTHOOTCAP,Muthoot Capital Services Limited,272,271,274.05,268.95,269.55,2.45,0.91,48140,385.5,234.01,432.9891161,
MUTHOOTFIN,NSE:MUTHOOTFIN,Muthoot Finance Limited,3753,3725.6,3773.9,3725.6,3725.6,27.4,0.74,650248,3773.9,1895,151025.055,
MUTHOOTMF,NSE:MUTHOOTMF,Muthoot Microfin Limited,195.5,195,199.39,189.57,193.43,2.07,1.07,442995,199.39,119.25,3047.905605,
MVGJL,NSE:MVGJL,Manoj Vaibhav Gems N Jewellers Limited,192.69,193.11,194.97,190.61,193.08,-0.39,-0.2,82987,315.5,179.08,961.4724347,
NACLIND,NSE:NACLIND,NACL Industries Limited,192.2,189.91,196.03,185,186.7,5.5,2.95,152508,339.45,49.96,3718.845067,
NAGAFERT,NSE:NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,4.58,4.59,4.64,4.53,4.53,0.05,1.1,301515,10.45,4.1,277.2610583,
NAGREEKCAP,NSE:NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,26.75,27,28.39,26.56,27.08,-0.33,-1.22,7898,43.93,23.23,32.870455,
NAGREEKEXP,NSE:NAGREEKEXP,Nagreeka Exports Limited,27.95,27.01,28.38,27.01,27.23,0.72,2.64,11830,43.5,22.5,83.3873707,
NAHARCAP,NSE:NAHARCAP,Nahar Capital and Financial Services Limited,272.5,270.6,274.45,269.35,268.7,3.8,1.41,4094,383.5,215,465.0288018,
NAHARINDUS,NSE:NAHARINDUS,Nahar Industrial Enterprises Limited,116.9,117.95,118.81,114.62,116.65,0.25,0.21,15083,160.9,88.8,485.9219771,
NAHARPOLY,NSE:NAHARPOLY,Nahar Poly Films Limited,260,261,265.55,257,263.9,-3.9,-1.48,19850,389.95,176.42,624.06396,
NAHARSPING,NSE:NAHARSPING,Nahar Spinning Mills Limited,203.97,206.49,206.49,201.03,203.64,0.33,0.16,15762,316,185.1,706.9877573,
NAM-INDIA,NSE:NAM-INDIA,Nippon Life India Asset Management Limited,873,859.5,878.65,856.65,859.4,13.6,1.58,827554,987.35,498.05,55487.46,
NARMADA,NSE:NARMADA,Narmada Agrobase Limited,23.95,23.79,24.24,23.01,23.57,0.38,1.61,64602,28.25,14.82,90.141959,
NATCAPSUQ,NSE:NATCAPSUQ,Natural Capsules Limited,177.11,176.14,179.95,173,176.14,0.97,0.55,4088,296,164,186.5790096,
NATCOPHARM,NSE:NATCOPHARM,Natco Pharma Limited,883,927,934.5,876,927.4,-44.4,-4.79,1371380,1505,726.8,14269.55373,
NATHBIOGEN,NSE:NATHBIOGEN,Nath Bio-Genes (India) Limited,157.99,156.01,158.12,155.18,155.54,2.45,1.58,15826,238.69,137.55,285.9211306,
NATIONALUM,NSE:NATIONALUM,National Aluminium Company Limited,261,259.6,265.51,259.6,258.18,2.82,1.09,11935938,271.89,137.75,47991.16579,
